time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
135;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;2.0;1.00;1.00;6.0;9.0;4.0;6.0;1.00;2.0;2.0
136;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;9.9;0.90;5.9;0.90;5.9;8.9;4.9;5.9;1.9;0.90;1.9
137;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;2.0;1.00;0.0;6.0;9.0;4.0;7.0;1.00;1.00;1.00
138;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.9;9.9;1.9;3.9;1.9;6.9;8.9;5.9;6.9;3.9;2.9;1.9
139;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;9.0;1.00;2.0;1.00;6.0;9.0;4.0;6.0;2.0;2.0;1.00
140;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;9.9;1.9;0.90;0.90;5.9;7.9;3.9;5.9;0.90;0.90;1.9
141;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;1.00;1.00;1.00;6.0;8.0;4.0;6.0;3.0;2.0;1.00
142;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.0;10;2.0;2.0;0.0;6.0;9.0;5.0;6.0;2.0;2.0;1.00
143;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;9.9;2.9;3.9;1.9;5.9;8.9;3.9;5.9;1.9;2.9;1.9
144;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;2.0;2.0;3.0;7.0;9.0;5.0;10;2.0;2.0;1.00
145;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;9.9;0.90;1.9;1.9;4.9;8.9;3.9;5.9;1.9;1.9;0.90
146;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.9;9.9;1.9;1.9;2.9;6.9;7.9;4.9;4.9;0.90;0.90;0.90
147;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.0;11;2.0;4.0;1.00;8.0;9.0;4.0;6.0;2.0;5.0;6.0
148;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;11;3.0;3.0;2.0;7.0;9.0;4.0;5.0;3.0;2.0;3.0
149;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;9.9;0.90;1.9;1.9;5.9;7.9;4.9;5.9;0.90;2.9;0.90
150;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;8.9;0.90;0.90;0.90;5.9;8.9;3.9;4.9;1.9;0.90;0.90
151;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;3.0;3.0;1.00;6.0;10;4.0;6.0;2.0;2.0;1.00
152;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;1.00;2.0;1.00;6.0;9.0;5.0;6.0;1.00;1.00;1.00
153;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;4.0;5.0;3.0;6.0;10;4.0;6.0;3.0;1.00;3.0
154;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.9;9.9;1.9;0.90;0.90;6.9;9.9;4.9;5.9;1.9;1.9;1.9
155;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;9.0;10;1.00;2.0;2.0;7.0;12;4.0;6.0;2.0;1.00;1.00
156;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;4.0;2.0;0.0;6.0;8.0;5.0;6.0;2.0;1.00;1.00
157;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;11;1.9;1.9;1.9;5.9;8.9;3.9;5.9;2.9;2.9;0.90
158;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.9;9.9;1.9;2.9;1.9;5.9;9.9;4.9;5.9;2.9;0.90;3.9
159;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;7.9;9.9;0.90;1.9;0.0;6.9;9.9;4.9;5.9;0.90;0.90;0.90
160;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.0;9.0;1.00;1.00;3.0;5.0;11;4.0;6.0;3.0;1.00;1.00
161;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;8.0;10;1.00;1.00;1.00;6.0;9.0;4.0;5.0;1.00;3.0;1.00
162;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;9.9;0.90;0.90;0.90;4.9;8.9;3.9;5.9;0.90;2.9;0.90
163;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.9;9.9;1.9;3.9;0.90;5.9;9.9;3.9;5.9;1.9;1.9;2.9
164;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;1.00;2.0;1.00;6.0;10;4.0;6.0;2.0;2.0;1.00
165;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;1.00;1.00;11;6.0;8.0;4.0;5.0;2.0;3.0;0.0
166;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;6.9;8.9;0.90;0.90;7.9;4.9;9.9;3.9;5.9;0.90;1.9;0.90
167;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;9.9;0.90;1.9;0.90;5.9;7.9;4.9;4.9;1.9;2.9;0.90
168;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;11;4.0;5.0;3.0;7.0;9.0;4.0;7.0;3.0;1.00;3.0
169;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.0;10;1.00;2.0;3.0;7.0;8.0;4.0;7.0;1.00;0.0;3.0
170;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;1.00;2.0;7.0;9.0;11;5.0;6.0;2.0;1.00;3.0
171;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;8.9;9.9;3.9;1.9;2.9;5.9;9.9;3.9;5.9;2.9;0.90;1.9
172;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;13;9.9;1.9;0.90;0.90;0.90;2.9;3.9;5.9;1.9;1.9;4.9
173;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;10;10;2.0;5.0;2.0;3.0;10;4.0;6.0;3.0;1.00;9.0
174;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;7.9;9.9;1.9;0.90;1.9;1.9;9.9;4.9;4.9;0.90;0.90;5.9
175;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;9.9;1.9;1.9;6.9;1.9;9.9;3.9;6.9;0.90;1.9;6.9
176;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;10;3.0;1.00;4.0;1.00;9.0;4.0;5.0;2.0;0.0;6.0
177;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;2.0;1.00;4.0;2.0;10;5.0;7.0;2.0;1.00;6.0
178;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;9.9;11;2.9;2.9;2.9;2.9;11;5.9;5.9;1.9;2.9;6.9
179;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;10;3.0;2.0;2.0;1.00;10;5.0;7.0;2.0;3.0;7.0
180;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;4.9;0.90;0.90;11;1.9;9.9;8.9;4.9;1.9;0.90;5.9
181;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;3.9;0.90;1.9;18;0.90;9.9;9.9;6.9;2.9;25;5.9
182;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;10;13;5.0;3.0;4.0;2.0;11;12;7.0;2.0;3.0;7.0
183;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;10;5.0;3.0;1.00;4.0;1.00;11;10;6.0;3.0;4.0;6.0
184;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.9;3.9;1.9;0.90;0.90;1.9;8.9;9.9;6.9;1.9;0.90;5.9
185;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;4.0;1.00;2.0;1.00;2.0;8.0;10;6.0;1.00;5.0;6.0
186;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;1.00;2.0;1.00;9.0;10;6.0;1.00;2.0;6.0
187;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;6.0;2.0;2.0;2.0;1.00;9.0;10;6.0;2.0;1.00;6.0
188;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;9.9;3.9;2.9;0.90;1.9;0.90;7.9;9.9;6.9;2.9;2.9;5.9
189;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;3.9;0.90;0.90;0.0;0.90;9.9;8.9;5.9;0.90;1.9;5.9
190;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;5.0;2.0;1.00;0.0;1.00;8.0;10;6.0;1.00;2.0;6.0
191;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;7.9;3.9;1.9;0.90;3.9;0.90;7.9;9.9;6.9;0.90;0.90;5.9
192;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;15;3.9;0.90;0.90;0.90;0.90;3.9;9.9;5.9;0.90;0.90;5.9
193;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;12;5.0;1.00;2.0;4.0;1.00;5.0;9.0;6.0;1.00;4.0;6.0
194;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;3.0;0.0;1.00;8.0;10;6.0;1.00;0.0;6.0
195;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;3.9;0.90;0.90;1.9;1.9;8.9;8.9;4.9;0.90;5.9;5.9
196;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;7.9;3.9;0.90;0.90;3.9;0.90;8.9;9.9;5.9;0.90;0.90;5.9
197;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;2.0;1.00;4.0;1.00;8.0;9.0;6.0;1.00;1.00;5.0
198;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;4.9;1.9;1.9;3.9;1.9;9.9;9.9;6.9;1.9;3.9;6.9
199;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;6.9;3.9;1.9;1.9;0.90;1.9;7.9;8.9;5.9;0.90;0.90;5.9
200;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;5.0;1.00;2.0;2.0;9.0;10;6.0;0.0;1.00;6.0
201;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;3.9;0.90;0.90;0.90;2.9;7.9;8.9;6.9;0.90;0.0;5.9
202;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.0;4.0;1.00;1.00;2.0;3.0;9.0;10;6.0;1.00;2.0;6.0
203;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.9;4.9;0.90;1.9;3.9;3.9;8.9;9.9;5.9;2.9;3.9;6.9
204;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;7.9;4.9;0.90;1.9;1.9;0.90;8.9;9.9;5.9;0.90;2.9;5.9
205;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;4.0;2.0;2.0;2.0;2.0;9.0;10;7.0;2.0;1.00;7.0
206;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;2.0;1.00;1.00;10;10;6.0;2.0;2.0;6.0
207;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;7.0;4.0;1.00;1.00;1.00;1.00;8.0;9.0;6.0;2.0;1.00;6.0
208;0;0.0;0.0;4.6;749948;1732008;87;2.9;19;14;15;4.0;3.0;4.0;6.0;11;11;7.0;3.0;6.0;10
209;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;11;9.9;2.9;3.9;1.9;1.9;8.9;11;6.9;3.9;0.90;9.9
210;0;0.0;0.0;4.6;749948;1732008;87;2.9;19;24;7.0;2.0;7.0;5.0;5.0;12;11;8.0;3.0;4.0;15
211;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.9;3.9;2.9;2.9;0.90;0.90;8.9;9.9;5.9;1.9;0.90;4.9
212;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;4.0;2.0;1.00;1.00;1.00;9.0;10;6.0;2.0;2.0;6.0
213;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;5.9;1.9;1.9;1.9;1.9;9.9;11;5.9;1.9;2.9;5.9
214;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;3.9;0.90;1.9;0.90;0.90;8.9;9.9;6.9;0.90;1.9;5.9
215;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.0;4.0;10;2.0;1.00;2.0;9.0;9.0;6.0;1.00;3.0;6.0
216;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;5.0;29;2.0;3.0;2.0;8.0;10;7.0;1.00;0.0;6.0
217;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;7.0;4.0;2.0;2.0;2.0;1.00;9.0;9.0;6.0;1.00;1.00;5.0
218;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;4.9;1.9;1.9;3.9;2.9;11;9.9;6.9;1.9;1.9;5.9
219;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;5.0;2.0;1.00;1.00;1.00;9.0;10;6.0;3.0;1.00;6.0
220;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.0;4.0;10;2.0;2.0;7.0;8.0;10;6.0;1.00;1.00;2.0
221;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;3.9;23;1.9;0.90;6.9;8.9;9.9;5.9;2.9;1.9;1.9
222;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;9.9;4.9;0.90;0.90;1.9;6.9;8.9;9.9;6.9;1.9;0.90;0.90
223;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;14;6.0;6.0;2.0;3.0;7.0;12;10;6.0;3.0;3.0;3.0
224;0;0.0;0.0;4.6;749948;1732008;87;3.2;19;20;6.9;1.9;6.9;2.9;8.9;11;12;9.9;6.9;2.9;19
225;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;7.9;6.9;4.9;4.9;2.9;6.9;8.9;12;8.9;1.9;1.9;18
226;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;12;4.0;2.0;3.0;3.0;6.0;9.0;10;7.0;2.0;2.0;1.00
227;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;15;8.0;3.0;3.0;3.0;7.0;10;11;7.0;5.0;3.0;7.0
228;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;9.0;6.0;11;6.0;12;8.0;11;12;7.0;5.0;3.0;1.00
229;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;3.9;2.9;1.9;1.9;5.9;9.9;9.9;6.9;0.90;0.90;0.0
230;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;3.9;1.9;1.9;2.9;5.9;8.9;9.9;5.9;0.90;0.90;0.90
231;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;2.0;3.0;6.0;9.0;10;6.0;0.0;1.00;1.00
232;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;9.9;4.9;3.9;3.9;3.9;6.9;9.9;12;5.9;0.90;2.9;15
233;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;6.9;4.9;1.9;3.9;4.9;6.9;8.9;9.9;6.9;1.9;3.9;7.9
234;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.0;5.0;3.0;5.0;3.0;11;9.0;11;7.0;2.0;2.0;2.0
235;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;11;14;5.9;3.9;4.9;7.9;11;9.9;6.9;2.9;1.9;1.9
236;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;6.9;3.9;1.9;0.90;2.9;5.9;8.9;9.9;5.9;0.90;1.9;0.90
237;0;0.0;0.0;4.6;749948;1732008;87;2.9;19;8.9;7.9;6.9;6.9;8.9;16;11;13;7.9;1.9;1.9;3.9
238;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;11;5.9;3.9;5.9;7.9;11;9.9;11;7.9;2.9;5.9;0.90
239;0;0.0;0.0;4.6;749948;1732008;88;3.1;19;22;9.0;9.0;11;11;13;14;13;7.0;6.0;5.0;5.0
240;0;0.0;0.0;4.6;749948;1732008;88;2.6;19;9.9;4.9;1.9;0.90;0.90;5.9;8.9;9.9;6.9;1.9;3.9;1.9
241;0;0.0;0.0;4.6;749948;1732008;88;2.6;19;9.0;5.0;1.00;3.0;2.0;7.0;9.0;10;5.0;1.00;1.00;2.0
242;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;9.9;5.9;1.9;0.90;1.9;7.9;8.9;16;6.9;1.9;1.9;0.90
243;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;9.0;5.0;2.0;2.0;4.0;6.0;9.0;10;6.0;0.0;4.0;2.0
244;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.0;4.0;1.00;3.0;2.0;7.0;8.0;9.0;6.0;2.0;1.00;2.0
245;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;8.9;3.9;1.9;0.90;0.90;5.9;7.9;11;6.9;0.90;3.9;1.9
246;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;5.0;2.0;1.00;0.0;7.0;9.0;9.0;6.0;1.00;1.00;3.0
247;0;0.0;0.0;4.6;749948;1732008;88;2.7;19;6.9;3.9;1.9;1.9;1.9;5.9;8.9;9.9;6.9;0.90;1.9;1.9
248;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;8.9;3.9;2.9;4.9;1.9;7.9;8.9;9.9;7.9;1.9;0.90;1.9
249;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;6.9;3.9;0.90;0.90;1.9;4.9;8.9;9.9;5.9;2.9;0.90;0.90
250;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;1.00;1.00;6.0;8.0;10;6.0;1.00;1.00;1.00
251;0;0.0;0.0;4.6;749948;1732008;87;2.5;19;6.9;4.9;1.9;2.9;0.90;5.9;7.9;8.9;5.9;0.90;0.90;0.90
252;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;8.0;4.0;1.00;1.00;1.00;6.0;9.0;10;6.0;1.00;4.0;1.00
253;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;11;4.9;2.9;3.9;2.9;5.9;8.9;9.9;6.9;1.9;3.9;1.9
254;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;4.0;1.00;1.00;1.00;6.0;8.0;10;6.0;1.00;1.00;2.0
255;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;6.9;3.9;0.90;0.90;0.90;5.9;8.9;9.9;6.9;0.90;0.90;2.9
256;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.0;4.0;3.0;2.0;1.00;6.0;8.0;9.0;6.0;2.0;2.0;1.00
257;0;0.0;0.0;4.6;749948;1732008;87;2.6;19;7.9;3.9;1.9;2.9;2.9;4.9;8.9;11;6.9;0.90;0.90;1.9
258;0;0.0;0.0;4.6;749948;1732008;87;2.7;19;13;5.0;3.0;7.0;7.0;7.0;10;9.0;7.0;6.0;6.0;4.0
259;0;0.0;0.0;4.6;749948;1732008;87;2.8;19;10;5.0;2.0;3.0;2.0;7.0;10;11;8.0;3.0;3.0;2.0
260;0;0.0;0.0;4.6;749948;1732008;86;2.7;19;17;18;16;7.9;9.9;16;20;16;15;24;6.9;7.9
261;0;0.0;0.0;4.6;749948;1732008;86;2.7;19;7.0;5.0;1.00;1.00;3.0;6.0;9.0;10;6.0;1.00;1.00;1.00
262;0;0.0;0.0;4.6;749948;1732008;86;2.6;19;7.9;3.9;0.90;0.0;0.90;5.9;8.9;9.9;5.9;1.9;1.9;0.90
263;0;0.0;0.0;4.6;749948;1732008;86;2.7;19;14;9.0;7.0;7.0;5.0;12;10;12;9.0;10;9.0;4.0
264;0;0.0;0.0;4.6;749948;1732008;86;2.6;19;13;3.9;0.90;0.90;0.90;5.9;1.9;8.9;5.9;0.0;0.0;2.9
265;0;0.0;0.0;4.6;749948;1732008;86;2.6;19;14;3.9;1.9;2.9;2.9;5.9;1.9;9.9;7.9;1.9;2.9;2.9
266;0;0.0;0.0;4.6;749948;1732008;86;2.8;19;15;6.9;7.9;5.9;6.9;7.9;3.9;14;6.9;4.9;3.9;5.9
267;0;0.0;0.0;4.6;749948;1732008;86;2.6;19;15;5.0;5.0;5.0;4.0;7.0;5.0;10;6.0;2.0;1.00;6.0
268;0;0.0;0.0;4.6;749948;1732008;86;2.8;19;14;7.0;2.0;1.00;1.00;6.0;3.0;10;6.0;3.0;3.0;2.0
269;0;0.0;0.0;4.6;749948;1732008;86;2.6;19;14;